Gene,Description,BLAST_hit
Bo5g131750,Subtilisin-like protease SBT1.4 (EC 3.4.21.-) (Subtilase subfamily 1 member 4) (AtSBT1.4),SBT1.4 At3g14067 MDC16.21
Bo5g132000,Protein ROOT HAIR DEFECTIVE 3 (EC 3.6.5.-) (Protein FRAGILE FIBER 4) (Protein SEY1 homolog 1),RHD3 FRA4 At3g13870 MCP4.11
Bo5g132510,,
Bo5g132960,,
Bo5g133140,E3 ubiquitin-protein ligase RGLG4 (EC 2.3.2.27) (RING domain ligase 4),RGLG4 At1g79380 T8K14.20
Bo5g133210,Transcription factor MYB86 (Myb homolog 4) (AtMyb4) (Myb-related protein 86) (AtMYB86),MYB86 MYB4 At5g26660 F21E10.4
Bo5g133430,Cysteine proteinase inhibitor 6 (AtCYS-6) (PIP-M) (PRLI-interacting factor M),CYS6 At3g12490 MQC3.31 T2E22.19
Bo5g133600,Chaperone protein dnaJ 6 (AtDjC6) (AtJ6),ATJ6 C6 J6 At5g06910 MOJ9.8
Bo5g135140,,
Bo5g136270,NDR1/HIN1-like protein 1,NHL1 At3g11660 T19F11.6
Bo5g136640,UDP-glycosyltransferase 76B1 (EC 2.4.1.-),UGT76B1 At3g11340 F11B9.23 F24K9.1
Bo5g136790,,
Bo5g137050,,
Bo5g137710,Probable calcium-binding protein CML36 (Calmodulin-like protein 36),CML36 At3g10190 F14P13.21
Bo5g137880,Phosphatidylinositol 4-phosphate 5-kinase 9 (AtPIP5K9) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 9) (Diphosphoinositide kinase 9) (PtdIns(4)P-5-kinase 9),PIP5K9 At3g09920 F8A24.2
Bo5g139250,UNC93-like protein 3,At3g09470 F11F8.4
Bo5g139780,DNA topoisomerase 2 (EC 5.6.2.3) (DNA topoisomerase II),TOP2 At3g23890 F14O13.7
Bo5g139790,,
Bo5g139840,Phosphoinositide phospholipase C 2 (EC 3.1.4.11) (Phosphoinositide phospholipase PLC2) (AtPLC2) (PI-PLC2),PLC2 At3g08510 T8G24.4
Bo5g139860,Glycosyltransferase-like KOBITO 1 (EC 2.4.1.-) (Protein ABA INSENSITIVE 8) (Protein ELONGATION DEFECTIVE 1),ELD1 ABI8 KOB1 At3g08550 F17O14.2
Bo5g140040,Glycine-rich RNA-binding protein 3 mitochondrial (AtGR-RBP3) (AtRBG3) (Mitochondrial RNA-binding protein 2a) (At-mRBP2a) (Organelle RRM domain-containing protein 3),RBG3 GR-RBP3 MRBP2A ORRM3 At5g61030 MAF19_30
Bo5g140150,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo5g140180,Thymidine kinase a (AtTK1a) (EC 2.7.1.21),TK1A At3g07800 F17A17.14 MLP3.25
Bo5g143020,Putative F-box/kelch-repeat protein At5g03000,At5g03000 F15A17.30
Bo5g143040,,
Bo5g143360,Protein SINE3,SINE3 At3g06600 F5E6.7
Bo5g144950,Germin-like protein subfamily 2 member 3,GLP8 At3g05930 F10A16.23 F2O10.11
Bo5g145340,REF/SRPP-like protein At3g05500,At3g05500 F22F7.5
Bo5g145350,Protein RALF-like 22,RALFL22 At3g05490 F22F7.6
Bo5g146750,Probable serine/threonine-protein kinase At1g54610 (EC 2.7.11.1),At1g54610 T22H22.5
Bo5g146900,Serine/threonine-protein kinase WNK1 (AtWNK1) (EC 2.7.11.1) (Protein kinase with no lysine 1),WNK1 At3g04910 T9J14.14
Bo5g148060,,
Bo5g148530,Casein kinase 1-like protein HD16 (EC 2.7.11.1) (Os03g0793500 protein) (Protein EARLY FLOWERING 1) (Protein HEADING DATE 16),HD16 CKI EL1 Os03g0793500 LOC_Os03g57940 OsJ_12923 OSJNBb0060J21.12
Bo5g148540,Protein CYPRO4,CYPRO4
Bo5g148800,Protein DETOXIFICATION 24 (AtDTX24) (Multidrug and toxic compound extrusion protein 24) (MATE protein 24),DTX24 At3g03620 T12J13.10
Bo5g149860,(Z)-3-hexen-1-ol acetyltransferase (EC 2.3.1.195),CHAT At3g03480 T21P5.10
Bo5g150030,Endoribonuclease Dicer homolog 2 (EC 3.1.26.-) (Dicer-like protein 2) (AtDCL2),At3g03300 T17B22.1
Bo5g150180,Glutathione S-transferase F11 (AtGSTF11) (EC 2.5.1.18) (AtGSTF6) (GST class-phi) (GST class-phi member 11),GSTF11 GSTF6 At3g03190 T17B22.12
Bo5g153950,Transcription factor GTE11 (BROMODOMAIN AND EXTRATERMINAL DOMAIN PROTEIN 10) (AtBET10) (Bromodomain-containing protein GTE11) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E11),GTE11 BET10 At3g01770 F28J7.10 F4P13.32
Bo5g155090,Beta carbonic anhydrase 1 chloroplastic (AtbCA1) (AtbetaCA1) (EC 4.2.1.1) (Beta carbonate dehydratase 1) (Protein SALICYLIC ACID-BINDING PROTEIN 3) (AtSABP3),BCA1 CA1 SABP3 At3g01500 F4P13.5
Bo5g155140,Photosynthetic NDH subunit of lumenal location 3 chloroplastic (PsbQ-like protein 2),PNSL3 PQL1 PQL2 At3g01440 T13O15.8
Bo5g155150,Mediator of RNA polymerase II transcription subunit 11,MED11 MED11_1 At3g01435 T13O15
Bo5g155160,,
Bo5g156410,Transcription factor MYB106 (Myb-related protein 106) (AtMYB106) (Transcription factor NOEK),MYB106 NOK At3g01140 T4P13.17
Bo6g002140,AAA-ATPase At1g43910 (EC 3.6.1.3),At1g43910 F9C16.7
Bo6g002180,Protein STAY-GREEN LIKE chloroplastic,SGRL At1g44000 F9C16.20
Bo6g003230,,
Bo6g005840,Protein transport protein Sec61 subunit alpha (Secretory 61 complex subunit alpha),sec61a DDB_G0278885
Bo6g006930,Probable E3 ubiquitin-protein ligase RHG1A (EC 2.3.2.27) (RING-H2 finger G1a) (RING-H2 zinc finger protein RHG1a) (RING-type E3 ubiquitin transferase RHG1A),RHG1A At5g42940 MBD2.14
Bo6g008240,Cyclin-A3-2 (G2/mitotic-specific cyclin-A3-2) (CycA3;2),CYCA3-2 At1g47210 F2G19.30 F8G22.8
Bo6g010440,Exocyst complex component SEC3A (AtSec3a),SEC3A At1g47550 F16N3.18
Bo6g010770,Beta carbonic anhydrase 3 (AtbCA3) (AtbetaCA3) (EC 4.2.1.1) (Beta carbonate dehydratase 3),BCA3 At1g23730 F5O8.28
Bo6g010810,Beta carbonic anhydrase 3 (AtbCA3) (AtbetaCA3) (EC 4.2.1.1) (Beta carbonate dehydratase 3),BCA3 At1g23730 F5O8.28
Bo6g010910,Polygalacturonase At1g48100 (PG) (EC 3.2.1.15) (Pectinase At1g48100),At1g48100 F21D18.17 F21D18.18
Bo6g010940,,
Bo6g010960,Signal recognition particle 19 kDa protein (SRP19),SRP19 At1g48160 F21D18.11
Bo6g010970,Indole-3-glycerol phosphate synthase chloroplastic (IGPS) (EC 4.1.1.48),IGPS At2g04400 T1O3.19
Bo6g010980,,
Bo6g011000,Putative peroxisomal acyl-coenzyme A oxidase 1.2 (EC 1.3.3.6),ACX1.2 At2g35690 T20F21.12
Bo6g011040,tRNA-specific adenosine deaminase TAD2 (AtTAD2) (EC 3.5.4.33) (Protein EMBRYO DEFECTIVE 2191) (tRNA-specific adenosine-34 deaminase TAD2),TAD2 EMB2191 At1g48175 F21D18.9
Bo6g011100,CBL-interacting serine/threonine-protein kinase 17 (EC 2.7.11.1) (SNF1-related kinase 3.21) (SOS2-like protein kinase PKS20),CIPK17 PKS20 SnRK3.21 At1g48260 F11A17.18 F21D18.2
Bo6g014320,Serine/threonine-protein kinase 11-interacting protein,STK11IP RCJMB04_2g8
Bo6g015640,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo6g015650,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo6g018750,F-box protein At1g49990,At1g49990 F2J10.12
Bo6g018780,,
Bo6g022350,Nuclear pore complex protein GP210 (Nuclear pore membrane glycoprotein 210) (Nucleoporin GP210) (Protein EMBRYO DEFECTIVE 3012),GB210 EMB3012 At5g40480 K21I16.30
Bo6g022510,,
Bo6g024700,Lon protease homolog 4 chloroplastic/mitochondrial (AtLon4) (EC 3.4.21.53),LON4 At3g05790 F10A16.8
Bo6g025880,Zinc finger A20 and AN1 domain-containing stress-associated protein 2 (AtSAP2),SAP2 At1g51200 F11M15.6 F11M15.7
Bo6g026020,ABC transporter G family member 13 (ABC transporter ABCG.13) (AtABCG13) (White-brown complex homolog protein 13) (AtWBC13),ABCG13 WBC13 At1g51460 F5D21.8
Bo6g026070,,
Bo6g026280,Heat shock 70 kDa protein 7 chloroplastic (Chloroplast heat shock protein 70-2) (cpHsc70-2) (Heat shock protein 70-7) (AtHsp70-7),HSP70-7 CPHSC70-2 HSC70-7 At5g49910 K9P8.5
Bo6g026440,LysM domain receptor-like kinase 3 (LysM-containing receptor-like kinase 3) (EC 2.7.11.-),LYK3 At1g51940 T14L22.13
Bo6g026490,,
Bo6g027550,,
Bo6g027570,Nitrile-specifier protein 2 (AtNSP2) (Jacalin-related lectin 21),NSP2 JAL21 At2g33070 F25I18.19
Bo6g028090,Beta-D-glucopyranosyl abscisate beta-glucosidase (EC 3.2.1.175) (Beta-glucosidase 1) (AtBG1) (Beta-glucosidase 18) (AtBGLU18) (Beta-glucosidase homolog 1),BGLU18 BG1 BGL1 At1g52400 F19K6.15
Bo6g029330,,
Bo6g029340,Probable E3 ubiquitin-protein ligase ZFP1 (OsZFP1) (EC 2.3.2.27),ZFP1 Os01g0667700 LOC_Os01g47740 OsJ_02947 OSJNBb0063G05.28-1 OSJNBb0063G05.28-2
Bo6g029490,Phosphoenolpyruvate carboxylase 1 (AtPPC1) (PEPC 1) (PEPCase 1) (EC 4.1.1.31) (107-kDa PEPC polypeptide),PPC1 p107 At1g53310 F12M16.21
Bo6g029500,Phosphoenolpyruvate carboxylase 1 (AtPPC1) (PEPC 1) (PEPCase 1) (EC 4.1.1.31) (107-kDa PEPC polypeptide),PPC1 p107 At1g53310 F12M16.21
Bo6g031000,Stem-specific protein TSJT1,TSJT1
Bo6g031110,Lectin-like protein At1g53070,At1g53070 F8L10.7
Bo6g031190,,
Bo6g031260,Protein BRI1-5 ENHANCED 1 (EC 1.1.1.-),BEN1 At2g45400 F4L23.9
Bo6g031460,ABC transporter G family member 24 (ABC transporter ABCG.24) (AtABCG24) (Probable white-brown complex homolog protein 25) (AtWBC25),ABCG24 WBC25 At1g53390 F12M16.28
Bo6g031470,Ubiquitin domain-containing protein 2,ubtd2 zgc:91797
Bo6g031520,Mitogen-activated protein kinase 18 (AtMPK18) (MAP kinase 18) (EC 2.7.11.24),MPK18 At1g53510 F22G10.12 T3F20.17
Bo6g032900,Inactive GDSL esterase/lipase-like protein 25 (GDSL-like lipase 25) (Myrosinase-associated protein GLL25) (Protein ENDOPLASMIC RETICULUM MORPHOLOGY 3) (Protein GOLGI DEFECTS 36) (Protein MODIFIED VACUOLE PHENOTYPE 1) (Protein NUCLEAR CAGE),MVP1 ERMO3 GLL25 GOLD36 NUC At1g54030 F15I1.11
Bo6g032940,GDSL esterase/lipase At1g54020 (EC 3.1.1.-) (Extracellular lipase At1g54020),At1g54020 F15I1.10
Bo6g033040,Aldehyde dehydrogenase family 7 member A1 (EC 1.2.1.3) (Antiquitin-1) (Brassica turgor-responsive/drought-induced gene 26 protein) (Btg-26),BTG-26
Bo6g033180,Protein translation factor SUI1 homolog 1,At4g27130 F20D21.11 T24A18.80
Bo6g034430,Mediator of RNA polymerase II transcription subunit 13 (Protein GRAND CENTRAL) (Protein MACCHI-BOU 2),MED13 GCT MAB2 MED13_1 At1g55325 F7A10.14
Bo6g034560,RuBisCO large subunit-binding protein subunit beta chloroplastic (60 kDa chaperonin subunit beta) (CPN-60 beta),
Bo6g034790,,
Bo6g034800,Phosphatidylinositol/phosphatidylcholine transfer protein SFH13 (Protein SEC FOURTEEN HOMOLOGS 13) (AtSFH13),SFH13 At1g55690 F20N2.11
Bo6g035830,E3 ubiquitin-protein ligase UPL1 (Ubiquitin-protein ligase 1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase UPL1),UPL1 At1g55860 F14J16.14 F14J16.37
Bo6g035890,Serine acetyltransferase 1 chloroplastic (AtSAT-1) (EC 2.3.1.30) (AtSERAT2;1) (SAT-p),SAT1 SAT5 At1g55920 F14J16.18
Bo6g036010,Nuclear transcription factor Y subunit C-2 (AtNF-YC-2) (Transcriptional activator HAP5B),NFYC2 HAP5B At1g56170 F14G9.21 T6H22.3
Bo6g037220,,
Bo6g038300,Glycine-rich RNA-binding protein 10,GRP10
Bo6g039560,Phospholipase D alpha 2 (AtPLDalpha2) (PLD alpha 2) (EC 3.1.4.4) (Choline phosphatase 2) (Phosphatidylcholine-hydrolyzing phospholipase D 2),PLDALPHA2 PLD2 At1g52570 F6D8.21
Bo6g039930,Jacalin-related lectin 42,JAL42 At5g35950 MEE13.5
Bo6g039990,,
Bo6g040000,,
Bo6g040050,Myrosinase-binding protein 2 (Jacalin-related lectin 6) (Myrosinase-binding protein-like At1g52030) (MBP),F-ATMBP JAL6 MBP2 At1g52030 F5F19.9
Bo6g040100,,
Bo6g042420,RWD domain-containing protein 1 (DRG family-regulatory protein 2) (IH1),Rwdd1 Dfrp2
Bo6g043660,,
Bo6g043770,Hydrolase tropI (EC 3.1.1.-) (Tropolone synthesis protein I),tropI tsR1 TSTA_117760
Bo6g043860,,
Bo6g043900,Annexin D1 (AnnAt1) (Annexin A1),ANN1 ANNAT1 ANX23-ATH ATOXY5 OXY5 At1g35720 F14D7.2
Bo6g044040,Probable protein phosphatase 2C 10 (AtPP2C10) (EC 3.1.3.16),At1g34750 F21H2.4
Bo6g044190,,
Bo6g044410,,
Bo6g045460,,
Bo6g046560,,
Bo6g048240,,
Bo6g048250,Cysteine-rich receptor-like protein kinase 11 (Cysteine-rich RLK11) (EC 2.7.11.-) (Receptor-like protein kinase 3),CRK11 RLK3 At4g23190 F21P8.80
Bo6g049280,Probable folate-biopterin transporter 3,At1g79710 F19K16.31 F20B17.13
Bo6g049500,DEAD-box ATP-dependent RNA helicase 7 (EC 3.6.4.13),RH7 PRH75 At5g62190 MMI9.2
Bo6g050740,Putative ubiquitin-conjugating enzyme E2 38 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 38) (Ubiquitin carrier protein 38),UBC38 At1g53020 F14G24.30 F8L10
Bo6g050750,,
Bo6g050850,Epithiospecifier protein (AtESP) (Protein EPITHIOSPECIFYING SENESCENCE REGULATOR) (AtESR),ESP ESR TASTY At1g54040 F15I1.12
Bo6g050860,Epithiospecifier protein (AtESP) (Protein EPITHIOSPECIFYING SENESCENCE REGULATOR) (AtESR),ESP ESR TASTY At1g54040 F15I1.12
Bo6g050990,Polyadenylate-binding protein-interacting protein 3 (PABP-interacting protein 3) (Poly(A)-binding protein-interacting protein 3) (PAM2-containing protein CID3) (Protein CTC-INTERACTING DOMAIN 3),CID3 At1g54170 F15I1.27
Bo6g051010,,
Bo6g051020,Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex mitochondrial (EC 2.3.1.12) (Dihydrolipoamide S-acetyltransferase component 3 of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2 3) (PDC-E2 3) (PDCE2 3),At1g54220 F20D21.4
Bo6g051060,,
Bo6g051350,Chaperonin 60 subunit beta 1 chloroplastic (CPN-60 beta 1) (60 kDa chaperonin subunit beta 1) (RuBisCO large subunit-binding protein subunit beta chloroplastic),CPN60B1 Cpn60-B(3) LEN1 At1g55490 T5A14.11
Bo6g052640,40S ribosomal protein S14-1,RPS14A At2g36160 F9C22.9
Bo6g053680,40S ribosomal protein S11-1 (Protein EMBRYO DEFECTIVE 1080),RPS11A EMB1080 RPS11 At3g48930 T2J13.230
Bo6g056460,,
Bo6g057650,Alpha-galactosidase 2 (AtAGAL2) (EC 3.2.1.22) (Alpha-D-galactoside galactohydrolase 2) (Melibiase),AGAL2 At5g08370 F8L15.100
Bo6g057690,Protein C2-DOMAIN ABA-RELATED 1,CAR1 At5g37740 K12B20.22
Bo6g058850,Homeobox-leucine zipper protein REVOLUTA (HD-ZIP protein REV) (Homeodomain transcription factor REV) (Protein AMPHIVASAL VASCULAR BUNDLE 1) (Protein INTERFASCICULAR FIBERLESS 1),REV AVB1 IFL1 At5g60690 MUP24.16
Bo6g064220,U-box domain-containing protein 32 (EC 2.3.2.27) (Plant U-box protein 32) (RING-type E3 ubiquitin transferase PUB32),PUB32 At3g49060 T2J13.100
Bo6g064380,WAT1-related protein At5g40240,At5g40240 MSN9.140
Bo6g064450,Cysteine-rich receptor-like protein kinase 42 (Cysteine-rich RLK42) (EC 2.7.11.-),CRK42 At5g40380 MPO12.90
Bo6g064770,GLABROUS1 enhancer-binding protein (Probable transcription factor At4g00270) (Protein GeBP) (Protein STOREKEEPER RELATED 1) (Storekeeper-like protein At4g00270),GEBP STKR1 At4g00270 F5I10.11
Bo6g064780,Sister chromatid cohesion 1 protein 2 (SCC1 homolog 2) (AtRAD21-1),SYN2 At5g40840 MHK7.7
Bo6g067140,Malate synthase glyoxysomal (EC 2.3.3.9),
Bo6g067480,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1 mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2-1) (OGDC-E2-1) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1) (E2K-1),At5g55070 MCO15.2
Bo6g067490,ABC transporter G family member 37 (ABC transporter ABCG.37) (AtABCG37) (Pleiotropic drug resistance protein 9),ABCG37 PDR12 PDR9 At3g53480 F4P12.180
Bo6g067610,Histone H2B.4 (HTB5),At2g37470 F3G5.26
Bo6g067650,Actin-1,ACT1 AAC1 At2g37620 F13M22.12
Bo6g067720,Protein NRT1/ PTR FAMILY 5.7 (AtNPF5.7),NPF5.7 At3g53960 F5K20.260
Bo6g067740,,
Bo6g067850,Fructose-16-bisphosphatase chloroplastic (FBPase) (EC 3.1.3.11) (D-fructose-16-bisphosphate 1-phosphohydrolase),FBP
Bo6g067950,Ethylene-responsive transcription factor WRI1 (Protein ACTIVATOR OF SPORAMIN::LUC 1) (Protein WRINKLED 1),WRI1 ASML1 At3g54320 T12E18.10 T12E18.20
Bo6g068250,Protein ENHANCED DISEASE RESISTANCE 2-like,EDR2L At5g45560 MFC19.23
Bo6g068300,Probable aquaporin PIP2-5 (Plasma membrane intrinsic protein 2-5) (AtPIP2;5) (Plasma membrane intrinsic protein 2d) (PIP2d),PIP2-5 PIP2D At3g54820 F28P10.200
Bo6g068310,Probable aquaporin PIP2-5 (Plasma membrane intrinsic protein 2-5) (AtPIP2;5) (Plasma membrane intrinsic protein 2d) (PIP2d),PIP2-5 PIP2D At3g54820 F28P10.200
Bo6g068320,DNL-type zinc finger protein (mtHsp70-escort protein),dnlz
Bo6g068560,60S ribosomal protein L23a,RPL23A
Bo6g069600,Cytochrome P450 97B1 chloroplastic (EC 1.14.-.-) (Cytochrome P450 97A2),CYP97B1 CYP97A2
Bo6g069660,AT-hook motif nuclear-localized protein 15 (AT-hook protein of GA feedback 2),AHL15 AGF2 At3g55560 T22E16.220
Bo6g069820,,
Bo6g069840,Sedoheptulose-17-bisphosphatase chloroplastic (EC 3.1.3.37) (SED(17)P2ase) (Sedoheptulose bisphosphatase) (SBPase),At3g55800 F1I16_210
Bo6g069950,Protein RETICULATA-RELATED 6 chloroplastic,RER6 At3g56140 F18O21_100
Bo6g069970,Alpha-soluble NSF attachment protein (Alpha-SNAP) (N-ethylmaleimide-sensitive factor attachment protein alpha),
Bo6g071070,ABC transporter A family member 11 (ABC transporter ABCA.11) (AtABCA11) (Putative ABC2 homolog 15),ABCA11 ATH15 At5g61690 K11J9.22
Bo6g071160,Adenylylsulfatase HINT1 (EC 3.6.2.1) (HIS triad family protein 3) (Histidine triad nucleotide-binding protein 1),HINT1 HIT3 At3g56490 5P19_140
Bo6g072220,NAD-dependent malic enzyme 1 mitochondrial (AtNAD-ME1) (NAD-malic enzyme 1) (EC 1.1.1.39),NAD-ME1 At2g13560 T10F5.10
Bo6g072240,Cytochrome P450 94A2 (EC 1.14.-.-) (P450-dependent fatty acid omega-hydroxylase),CYP94A2 VAGH811
Bo6g072280,Fatty acyl-CoA reductase 6 chloroplastic (EC 1.2.1.84),FAR6 At3g56700 T8M16.30
Bo6g072380,ABSCISIC ACID-INSENSITIVE 5-like protein 2 (ABA-responsive element-binding protein 3) (Dc3 promoter-binding factor 3) (AtDPBF3) (bZIP transcription factor 66) (AtbZIP66),DPBF3 AREB3 BZIP66 At3g56850 T8M16_180
Bo6g072670,Calcium-dependent protein kinase 21 (EC 2.7.11.1),CPK21 At4g04720 T4B21.13
Bo6g073210,ATPase 3 plasma membrane-type (EC 7.1.2.1) (Proton pump 3),AHA3 At5g57350 MJB24.16
Bo6g074360,Scarecrow-like protein 27 (AtSCL27) (GRAS family protein 14) (AtGRAS-14),SCL27 At2g45160 T14P1.3
Bo6g074750,Nucleolar protein 56 (Nucleolar protein 5A),NOP56 NOL5A
Bo6g074770,Peroxisomal isocitrate dehydrogenase [NADP] (EC 1.1.1.42),ICDH At1g54340 F20D21.16
Bo6g074810,MATH domain and coiled-coil domain-containing protein At3g58440 (RTM3-like protein At3g58440),At3g58440 F14P22.30
Bo6g076230,F-box/LRR-repeat protein At3g59210,At3g59210 F25L23.70
Bo6g076250,,
Bo6g076360,DEAD-box ATP-dependent RNA helicase 21 (EC 3.6.4.13),RH21 At2g33730 T1B8.4
Bo6g076660,,
Bo6g076900,,
Bo6g076980,UPF0481 protein At3g47200,At3g47200 F13I12.250
Bo6g076990,,
Bo6g077280,40S ribosomal protein S13-1,RPS13A At3g60770 T4C21_180
Bo6g077290,Putative ABC transporter C family member 15 (ABC transporter ABCC.15) (AtABCC15) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 15) (Glutathione S-conjugate-transporting ATPase 15) (Putative multidrug resistance-associated protein 15),ABCC15 MRP15 At3g60970 T27I15.60
Bo6g077310,Transketolase-1 chloroplastic (TK) (EC 2.2.1.1),TKL-1 At3g60750 T4C21_160
Bo6g077370,Protein LITTLE ZIPPER 2,ZPR2 At3g60890 T4C21.300
Bo6g077450,F-box/LRR-repeat protein At3g60040,At3g60040 T2O9.20
Bo6g077490,Shaggy-related protein kinase beta (EC 2.7.11.1) (ASK-beta),ASK2 At3g61160 T20K12.60
Bo6g077640,AT-hook motif nuclear-localized protein 11,AHL11 At3g61310 T20K12.210
Bo6g077810,Reticulon-like protein B6 (AtRTNLB6),RTNLB6 At3g61560 F2A19.160
Bo6g078160,,
Bo6g079290,,
Bo6g079690,,
Bo6g079990,Homeobox-leucine zipper protein GLABRA 2 (HD-ZIP protein ATHB-10) (Homeobox-leucine zipper protein ATHB-10),GL2 ATHB10 At1g79840 F19K16.20
Bo6g080360,Cyclin-A2-4 (G2/mitotic-specific cyclin-A2-4) (CycA2;4),CYCA2-4 At1g80370 F5I6.12
Bo6g081100,YTH domain-containing protein ECT2 (Protein EVOLUTIONARILY CONSERVED C-TERMINAL REGION 2),ECT2 At3g13460 MRP15.12
Bo6g081180,,
Bo6g081310,,
Bo6g081380,Alpha-aminoadipic semialdehyde synthase (cAt-LKR/SDH) (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (EC 1.5.1.8); Saccharopine dehydrogenase (EC 1.5.1.9) (cAt-SDH) (SDH)],LKR/SDH LKR SDH At4g33150 F4I10.80
Bo6g081420,Amyrin synthase LUP2 (EC 5.4.99.39) (EC 5.4.99.40) (EC 5.4.99.41) (Alpha-amyrin synthase) (Beta-amyrin synthase) (Lupeol synthase 2) (AtLUP2),LUP2 At1g78960 YUP8H12R.43
Bo6g081600,VQ motif-containing protein 10 (AtVQ10) (Tobacco rattle virus-induced protein variant 1),VQ10 TRI At1g78410 F3F9.8
Bo6g081770,,
Bo6g081880,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo6g082100,Auxin transporter-like protein 3 (AUX1-like protein 3),LAX3 At1g77690 T32E8.2
Bo6g082190,,
Bo6g083600,,
Bo6g083670,Trihelix transcription factor GT-2 (Trihelix DNA-binding protein GT-2),GT-2 At1g76890 F7O12.6
Bo6g083700,,
Bo6g084780,Protein MIZU-KUSSEI 1,MIZ1 At2g41660 T32G6.18
Bo6g085080,GDSL esterase/lipase EXL3 (EC 3.1.1.-) (Family II extracellular lipase 3) (Family II lipase EXL3),EXL3 At1g75900 T4O12.13
Bo6g085090,GDSL esterase/lipase EXL1 (EC 3.1.1.-) (Family II extracellular lipase 1) (Family II lipase EXL1),EXL1 At1g75880 T4O12.12
Bo6g086910,Myb-related protein 306,MYB306
Bo6g087410,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),
Bo6g087600,Mitogen-activated protein kinase 15 (AtMPK15) (MAP kinase 15) (EC 2.7.11.24),MPK15 At1g73670 F25P22.9
Bo6g087920,Basic transcription factor 3 (AtBTF3) (Nascent polypeptide-associated complex subunit beta),BTF3 At1g17880 F2H15.11
Bo6g088150,Protein ROOT HAIR DEFECTIVE 3 homolog 1 (EC 3.6.5.-) (Protein SEY1 homolog 2),At1g72960 F3N23.16
Bo6g092570,Transcription factor bHLH96 (Basic helix-loop-helix protein 96) (AtbHLH96) (bHLH 96) (Transcription factor EN 15) (bHLH transcription factor bHLH096),BHLH96 EN15 At1g72210 T9N14.4
Bo6g094120,Agamous-like MADS-box protein AGL12 (Protein XAANTAL 1),AGL12 XAL1 At1g71692 F14O23.5 F26A9.6
Bo6g094430,Ethylene-responsive transcription factor ERF070,ERF070 At1g71130 F23N20.12
Bo6g095090,,
Bo6g095300,Ran guanine nucleotide release factor (RanGNRF) (Ran-binding protein MOG1),rangrf mog1
Bo6g095510,NAC transcription factor 29 (AtNAC029) (Protein NAC-LIKE ACTIVATED BY AP3/PI) (AtNAP),NAC029 ANAC029 NAC29 NAP At1g69490 F10D13.14
Bo6g095570,Cell division topological specificity factor homolog chloroplastic (AtMinE1) (Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 12),MINE1 ARC12 At1g69390 F10D13.22 F23O10.25
Bo6g095800,Myrosinase MB1 (EC 3.2.1.147) (Sinigrinase) (Thioglucosidase) (Fragment),
Bo6g097080,Zinc finger protein CONSTANS-LIKE 6,COL6 At1g68520 T26J14.9
Bo6g098420,Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (13S Golgi transport complex 90 kDa subunit) (GTC-90) (Component of oligomeric Golgi complex 5) (Golgi transport complex 1),COG5 GOLTC1 GTC90
Bo6g098450,BTB/POZ domain-containing protein At1g67900,At1g67900 T23K23.25
Bo6g098610,DENN domain and WD repeat-containing protein SCD1 (Protein STOMATAL CYTOKINESIS DEFECTIVE 1),SCD1 At1g49040 F27J15.16/F27J15.17
